title,company,location,salary,description,requirements,contact,archetype,label,source
Software Engineer - Cloud Architecture,Orion Infotech,"Bengaluru, Karnataka",₹8-14 LPA,"At Orion Infotech, we're passionate about harnessing the power of technology to drive business growth and innovation. We're looking for a talented Software Engineer to join our Cloud Architecture team, responsible for designing, implementing, and maintaining scalable and secure cloud-based solutions for our clients.","About the role:

We're seeking a highly motivated and experienced Software Engineer with a strong background in cloud computing architecture. The ideal candidate will have a proven track record of designing and deploying large-scale cloud-based systems, with expertise in cloud platforms such as AWS and Azure.

Responsibilities:

* Design and implement cloud-based solutions using AWS and Azure cloud platforms
* Collaborate with cross-functional teams to identify and prioritize cloud architecture requirements
* Develop and maintain technical documentation for cloud-based systems
* Troubleshoot and resolve technical issues with cloud-based systems
* Stay up-to-date with the latest cloud technologies and industry trends

Requirements:

* Bachelor's degree in Computer Science or related field
* 5+ years of experience in cloud computing architecture
* Expertise in cloud platforms such as AWS and Azure
* Strong knowledge of cloud security and compliance
* Excellent problem-solving and analytical skills
* Strong communication and collaboration skills

What we offer:

* Competitive salary and benefits package
* Opportunity to work with a talented team of engineers and architects
* Collaborative and dynamic work environment
* Professional growth and development opportunities
* Recognition and rewards for outstanding performance",careers@orioninfotech.com,legitimate,0,synthetic_legitimate
Sales Executive - Insurance Products,Tata AIG Life Insurance Company Limited,"Chennai, Tamil Nadu",₹3.5-6 LPA (Annual CTC),"Tata AIG Life Insurance Company Limited is a leading life insurance company in India, providing a range of life insurance products to customers across the country. We are seeking a highly motivated and results-driven Sales Executive to join our team in Chennai.","About the Role

We are looking for a Sales Executive who can effectively sell and distribute our life insurance products to customers in the Chennai region. The ideal candidate will have a strong understanding of life insurance products, excellent communication skills, and a proven track record of meeting sales targets.

Responsibilities

* Identify and pursue new sales opportunities in the Chennai region
* Build and maintain relationships with existing customers to ensure retention and upselling of our products
* Conduct needs analysis and provide customers with personalized solutions
* Meet or exceed monthly sales targets
* Collaborate with internal teams to resolve customer complaints and issues

Requirements

* Bachelor's degree in any discipline
* 3-5 years of experience in sales, preferably in the insurance or financial services industry
* Strong knowledge of life insurance products and policies
* Excellent communication and interpersonal skills
* Ability to work in a fast-paced environment and meet tight deadlines
* Proficiency in Microsoft Office, specifically Excel, Word, and PowerPoint

What we offer

* Competitive salary and incentives
* Opportunities for career growth and professional development
* Comprehensive benefits package, including medical, life, and disability insurance
* Recognition and rewards for outstanding performance",rahul.sharma@tataaig.com,legitimate,0,synthetic_legitimate
UX Designer,InnoVerge Solutions Pvt. Ltd.,"Bengaluru, Karnataka",₹7-12 LPA,"About the role:
   At InnoVerge Solutions, we're on a mission to revolutionize the way people interact with technology. As a UX Designer, you'll play a critical role in shaping the user experience of our products, ensuring they're intuitive, user-friendly, and meet the needs of our customers.

Responsibilities:
- Conduct user research to understand their needs, behaviors, and pain points
- Design and prototype user interfaces, interactions, and experiences
- Collaborate with cross-functional teams to ensure design solutions meet business objectives
- Develop and maintain design systems and standards
- Present design concepts and ideas to stakeholders and team members

Requirements:
- 3+ years of experience in UX design, preferably in a product startup
- Portfolio that showcases user-centered design thinking and problem-solving skills
- Proficiency in design tools like Sketch, Figma, or Adobe XD
- Experience with user research methods and tools like user interviews, surveys, and usability testing
- Strong communication and collaboration skills
- Familiarity with design systems and accessibility guidelines

What we offer:
- Competitive salary and benefits package
- Opportunity to work on cutting-edge projects and technologies
- Collaborative and dynamic work environment
- Professional growth and development opportunities
- Flexible work hours and remote work options

If you're passionate about creating user-centered designs and want to join a team that's passionate about innovation, please submit your resume and portfolio.","3+ years of experience in UX design, preferably in a product startup, Portfolio that showcases user-centered design thinking and problem-solving skills, Proficiency in design tools like Sketch, Figma, or Adobe XD, Experience with user research methods and tools like user interviews, surveys, and usability testing, Strong communication and collaboration skills, Familiarity with design systems and accessibility guidelines",hr@innovergesolutions.com,legitimate,0,synthetic_legitimate
Software Engineer - Bengaluru,HCL Technologies,"Bengaluru, Karnataka",₹8–14 LPA,We are seeking a skilled Software Engineer to join our team in Bengaluru. The ideal candidate will have strong programming skills and experience in software development.,"About the Role:

We are looking for a talented Software Engineer to design, develop, and test software applications. The successful candidate will have excellent problem-solving skills and be able to work effectively in a team environment.

Responsibilities:

- Collaborate with cross-functional teams to design and develop software applications
- Write clean, efficient, and well-documented code
- Troubleshoot and debug software issues
- Participate in code reviews and provide feedback to team members
- Stay up-to-date with industry trends and emerging technologies

Requirements:

- Bachelor's degree in Computer Science or related field
- 4+ years of experience in software development
- Strong proficiency in Java or Python programming languages
- Experience with Agile development methodologies
- Excellent problem-solving skills and attention to detail
- Strong communication and teamwork skills

What we Offer:

- Competitive salary and benefits package
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Access to cutting-edge technology and tools
- Recognition and rewards for outstanding performance",careers@hcltech.com,legitimate,0,synthetic_legitimate
HR Business Partner,CyberSoft Solutions Pvt. Ltd.,Gurugram,₹8-13 LPA,"About the role: We are looking for an HR Business Partner to join our team in Gurugram. The successful candidate will be responsible for developing and implementing HR strategies to support the growth and development of our employees, while also ensuring compliance with company policies and procedures.","Responsibilities:
	* Provide strategic HR support to senior leadership and business stakeholders to drive business outcomes.
	* Develop and implement HR programs and initiatives to improve employee engagement, retention, and overall well-being.
	* Collaborate with other departments to drive business growth and improvement initiatives.
	* Analyze data and metrics to inform HR decisions and drive business outcomes.
	* Develop and maintain relationships with key stakeholders, including employees, managers, and external partners.

Requirements:
	* 7+ years of experience in HR, preferably in an IT services company.
	* Bachelor's degree in Human Resources, Business Administration, or a related field.
	* CHRO, SPHR, or SHRM-CP certification is a plus.
	* Excellent communication, interpersonal, and problem-solving skills.
	* Ability to analyze data and metrics to inform HR decisions.
	* Strong business acumen and understanding of HR's role in driving business outcomes.
	* Ability to work in a fast-paced environment and adapt to changing priorities.
	* Experience with HR software and systems, such as Workday or BambooHR.",recruitment@cybersoftsolutions.com,legitimate,0,synthetic_legitimate
Marketing Executive - Mumbai,Sahil Foods Private Limited,"Mumbai, Maharashtra","₹4-7,00,000 per annum","Sahil Foods Private Limited, a leading FMCG brand, is looking for a skilled Marketing Executive to join our team in Mumbai. As a Marketing Executive, you will be responsible for developing and executing marketing campaigns to promote our products and drive sales.","About the role:

We are seeking a highly motivated and experienced Marketing Executive to join our team. The ideal candidate will have a strong background in marketing, excellent communication skills, and the ability to work in a fast-paced environment. 

Responsibilities:

- Develop and execute marketing campaigns across various channels (digital, social media, print, etc.)
- Conduct market research to identify trends and opportunities for growth
- Collaborate with the sales team to develop sales strategies and tactics
- Manage and maintain marketing budgets and expenses
- Analyze campaign results and provide insights for future marketing initiatives
- Develop and maintain relationships with external vendors and partners

Requirements:

- Bachelor's degree in Marketing, Business Administration, or a related field
- Minimum 3 years of experience in marketing, preferably in the FMCG industry
- Strong knowledge of marketing principles, theories, and practices
- Excellent communication, presentation, and interpersonal skills
- Ability to work in a team environment and adapt to changing priorities
- Proficiency in Microsoft Office (Excel, Word, PowerPoint, etc.) and Google Suite

What we offer:

- Competitive salary range of ₹4-7 LPA
- Opportunities for professional growth and development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance
- Comprehensive benefits package, including health insurance and retirement plan",recruitment@sahilfoods.com,legitimate,0,synthetic_legitimate
Technical Lead - Java/J2EE,Prajna Solutions,"Bengaluru, Karnataka",₹12 LPA,Prajna Solutions is a leading IT services company that provides cutting-edge technology solutions to its clients. We are seeking a highly skilled Technical Lead to join our team.,"About the role:
We are looking for a Technical Lead with expertise in Java/J2EE to lead our team of software engineers in developing large-scale enterprise applications. The ideal candidate should have a proven track record of delivering projects on time and within budget.

Responsibilities:
- Lead a team of software engineers to design, develop, and deploy large-scale enterprise applications
- Collaborate with cross-functional teams to identify business requirements and develop technical solutions
- Provide technical guidance and mentorship to junior team members
- Ensure that projects are delivered on time, within budget, and meet the required quality standards
- Identify and mitigate technical risks to ensure project success

Requirements:
- Bachelor's degree in Computer Science or related field
- Minimum 8 years of experience in Java/J2EE development
- Expertise in Java 8, Spring Boot, Hibernate, and Apache Tomcat
- Experience with Agile development methodologies and version control systems like Git
- Strong leadership and communication skills

What we offer:
- Competitive salary range of ₹12-14 LPA
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Comprehensive health insurance and employee benefits
- Recognition and rewards for outstanding performance",hr@prajanaso.com (HR Department),legitimate,0,synthetic_legitimate
Marketing Executive - FMCG Division,GreenEarth Foods Pvt. Ltd.,"Mumbai, Maharashtra",₹4-7 Lacs per Annum,"GreenEarth Foods Pvt. Ltd. is a leading FMCG brand in India, known for its premium quality food products. We are seeking a highly motivated and experienced Marketing Executive to join our team.","About the Role:
We are looking for a Marketing Executive to lead our marketing initiatives and drive business growth. The ideal candidate will have a strong understanding of the FMCG industry, excellent communication skills, and the ability to work independently.
Responsibilities:
- Develop and execute marketing strategies to achieve sales targets
- Manage social media campaigns and create engaging content
- Collaborate with cross-functional teams to launch new products
- Conduct market research and analyze consumer behavior
- Optimize marketing budgets and ROI
Requirements:
- 4+ years of experience in marketing, preferably in the FMCG industry
- Bachelor's degree in Marketing or a related field
- Excellent communication and project management skills
- Strong analytical and problem-solving skills
- Proficiency in MS Office and Google Suite
- Experience with marketing automation tools and social media management platforms
What we offer:
- Competitive salary package and benefits
- Opportunities for professional growth and development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance
",hr@greenearthfoods.com,legitimate,0,synthetic_legitimate
Supply Chain Executive,Vijay Textiles Pvt. Ltd.,"Ahmedabad, Gujarat",₹4–7 LPA,"Headquartered in Ahmedabad, Vijay Textiles Pvt. Ltd. is a leading manufacturer of cotton fabrics. We are seeking an experienced Supply Chain Executive to join our team.","About the role
We are looking for a highly skilled Supply Chain Executive to oversee the entire supply chain process, from procurement to delivery. The ideal candidate should have a strong background in supply chain management and excellent communication skills.
Responsibilities
- Develop and implement effective supply chain strategies to ensure timely delivery of raw materials and finished goods.
- Collaborate with cross-functional teams, including procurement, production, and logistics, to optimize supply chain efficiency.
- Analyze market trends and competitor activity to identify opportunities for cost savings and process improvements.
- Manage relationships with suppliers, ensuring compliance with quality and delivery standards.
- Develop and manage budgets for supply chain operations, ensuring cost-effectiveness and profitability.
Requirements
- 8+ years of experience in supply chain management, preferably in the textile industry.
- Bachelor's degree in Supply Chain Management, Business Administration, or related field.
- Strong analytical and problem-solving skills, with the ability to interpret complex data and make informed decisions.
- Excellent communication and interpersonal skills, with the ability to build strong relationships with stakeholders.
- Proficiency in MS Office, particularly Excel, and ERP systems.
- Valid driver's license and willingness to travel to supplier locations.
What we offer
- Competitive salary of ₹4–7 LPA.
- Opportunities for professional growth and development within a dynamic organization.
- Collaborative and supportive work environment.
- Comprehensive benefits package, including health insurance and retirement plan.",hr@vijaytextiles.com,legitimate,0,synthetic_legitimate
Senior Software Engineer - Java Development,Cygnus Software Solutions Pvt. Ltd.,"Bengaluru, Karnataka",₹8-14 LPA,Cygnus Software Solutions Pvt. Ltd. is a leading provider of IT solutions and services. We are seeking a highly skilled Senior Software Engineer to join our Java Development team.,"About the role:

We are looking for a highly motivated and experienced Senior Software Engineer to lead the development of our Java-based applications. The ideal candidate should have a strong background in Java, Java EE, and associated technologies.

Responsibilities:

- Design, develop, test, and deploy high-quality Java-based applications
- Lead a team of developers to achieve project goals and milestones
- Collaborate with cross-functional teams to identify and prioritize project requirements
- Participate in code reviews and ensure adherence to coding standards
- Troubleshoot and resolve complex technical issues

Requirements:

- Minimum 8 years of experience in Java development
- Strong understanding of Java, Java EE, Spring, and Hibernate
- Experience with Agile development methodologies and version control systems like Git
- Excellent communication and leadership skills
- Bachelor's degree in Computer Science or related field

What we offer:

- Competitive salary and benefits package
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance",hiring@cygnussoftwaresolutions.com,legitimate,0,synthetic_legitimate
Financial Analyst - Asset Management,HDFC Bank Limited,"Mumbai, Maharashtra","₹7-11,00,000 per annum","At HDFC Bank Limited, we are seeking a skilled Financial Analyst to join our Asset Management team. As a Financial Analyst, you will play a critical role in analyzing financial data, identifying trends, and providing insights to inform business decisions.","About the Role:
	* Collaborate with the asset management team to analyze financial data, identify trends, and provide insights to inform business decisions.
	* Develop and maintain financial models to forecast revenue, expenses, and profits.
	* Conduct market research to stay up-to-date on industry trends and competitor activity.
	* Prepare and present financial reports to senior management and stakeholders.
Responsibilities:
	* Analyze financial data to identify trends and anomalies.
	* Develop and maintain financial models to forecast revenue, expenses, and profits.
	* Conduct market research to stay up-to-date on industry trends and competitor activity.
	* Prepare and present financial reports to senior management and stakeholders.
Requirements:
	* Bachelor's degree in Finance, Accounting, or a related field.
	* 3-5 years of experience in financial analysis or a related field.
	* Strong analytical and problem-solving skills.
	* Proficient in Microsoft Excel, including data analysis and visualization tools.
	* Excellent communication and presentation skills.
	* Ability to work in a fast-paced environment and meet deadlines.
	* Strong knowledge of financial regulations and compliance.
What we Offer:
	* Competitive salary range of ₹7-11,00,000 per annum.
	* Opportunity to work with a leading bank in India.
	* Collaborative and dynamic work environment.
	* Opportunities for professional growth and development.",hr@hdfcbank.com,legitimate,0,synthetic_legitimate
Data Analyst,FinQuest Analytics Pvt. Ltd.,"Hyderabad, Telangana",₹6-10 LPA,"At FinQuest Analytics Pvt. Ltd., we are seeking a highly motivated and detail-oriented Data Analyst to join our team. As a Data Analyst, you will be responsible for analyzing and interpreting complex data sets to drive business growth and decision-making.","About the role:

We are looking for a Data Analyst to join our team in Hyderabad. The successful candidate will have a strong background in data analysis and interpretation, with excellent communication and problem-solving skills.

Responsibilities:

- Collect, analyze, and interpret large data sets to identify trends and patterns.
- Develop and maintain databases and data visualization tools to facilitate data analysis.
- Collaborate with cross-functional teams to implement data-driven solutions.
- Communicate complex data insights to stakeholders through reports and presentations.

Requirements:

- Bachelor's degree in Computer Science, Statistics, or Mathematics.
- 3+ years of experience in data analysis, preferably in an analytics or fintech firm.
- Proficiency in programming languages such as Python, R, or SQL.
- Experience with data visualization tools like Tableau, Power BI, or D3.js.
- Strong understanding of statistical concepts and machine learning algorithms.
- Excellent communication and problem-solving skills.

What we offer:

- Competitive salary range of ₹6-10 LPA.
- Opportunity to work with a dynamic and innovative team.
- Collaborative and inclusive work environment.
- Comprehensive training and professional development programs.
- Recognized and respected organization in the analytics and fintech industry.",careers@finquestanalytics.com,legitimate,0,synthetic_legitimate
Operations Manager,Pune Metal Works Pvt. Ltd.,Pune,₹7–12 LPA,"About the Role:

We are seeking an experienced Operations Manager to oversee our manufacturing operations in Pune. The successful candidate will be responsible for ensuring efficient production processes, managing inventory, and maintaining high-quality standards.

Responsibilities:

- Oversee daily operations, including production planning, inventory management, and quality control
- Develop and implement process improvements to increase efficiency and productivity
- Manage a team of production supervisors, ensuring they have the necessary resources and support
- Collaborate with departments to resolve operational issues and improve overall performance
- Conduct regular audits to ensure compliance with safety and quality standards
- Analyze production data to identify trends and areas for improvement

Requirements:

- Bachelor's degree in Business Administration, Operations Management, or related field
- Minimum 5 years of experience in manufacturing operations management
- Proven track record of improving efficiency and productivity in a fast-paced environment
- Excellent leadership and communication skills
- Strong analytical and problem-solving skills
- Ability to work effectively in a team environment
- Proficient in MS Office, with experience in production planning and scheduling software a plus

What we offer:

- Competitive salary and benefits package
- Opportunities for professional growth and development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance

Contact:

For more information, please email [operations.recruitment@pumemetalworks.com](mailto:operations.recruitment@pumemetalworks.com) or visit our website at pumemetalworks.com/careers.","Bachelor's degree in Business Administration, Operations Management, or related field

Minimum 5 years of experience in manufacturing operations management

Proven track record of improving efficiency and productivity in a fast-paced environment

Excellent leadership and communication skills

Strong analytical and problem-solving skills

Ability to work effectively in a team environment

Proficient in MS Office, with experience in production planning and scheduling software a plus",[operations.recruitment@pumemetalworks.com](mailto:operations.recruitment@pumemetalworks.com) or visit our website at pumemetalworks.com/careers,legitimate,0,synthetic_legitimate
Operations Manager,Pioneer Logistics Solutions Pvt. Ltd.,"Pune, Maharashtra",₹7-12 LPA,"About the Role: We are seeking an experienced Operations Manager to lead our logistics operations team in Pune. The successful candidate will be responsible for overseeing the day-to-day activities of the team, ensuring efficient and effective delivery of services to our customers.","Responsibilities:
	• Oversee the planning and execution of logistics operations, ensuring timely delivery of goods to customers.
	• Develop and maintain relationships with key stakeholders, including customers, suppliers, and internal teams.
	• Analyze operational data to identify areas for improvement and implement process changes to enhance efficiency and productivity.
	• Manage budgets and resources to ensure optimal utilization of company assets.
	• Foster a culture of safety and adhere to all regulatory requirements.

Requirements:
	• 8-12 years of experience in logistics or operations management.
	• MBA or equivalent in Operations Management or Supply Chain Management.
	• Strong analytical and problem-solving skills.
	• Excellent communication and leadership skills.
	• Proficiency in MS Office and Google Suite.
	• Familiarity with logistics software and systems.",hr@pioneersolutions.in,legitimate,0,synthetic_legitimate
Financial Analyst - Credit Risk Management,Ratna Finance Limited,"Mumbai, Maharashtra",₹8.5 LPA,"About the role: We are seeking an experienced Financial Analyst to join our Credit Risk Management team. The successful candidate will be responsible for analyzing credit risk models, identifying trends and areas of improvement, and providing recommendations to senior management.","Responsibilities:
- Analyze credit risk models and identify areas of improvement
- Develop and maintain credit risk models using statistical and machine learning techniques
- Collaborate with cross-functional teams to implement model changes and ensure data quality
- Provide regular reporting to senior management on credit risk trends and model performance
- Conduct ad-hoc analysis and provide insights to stakeholders

Requirements:
- Bachelor's degree in Finance, Economics, or Mathematics
- 3+ years of experience in credit risk management or a related field
- Strong analytical and problem-solving skills
- Proficiency in Excel, SQL, and statistical software (e.g. R, Python)
- Excellent communication and presentation skills
- Ability to work in a fast-paced environment and prioritize multiple tasks

What we offer:
- Competitive salary and benefits package
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance",hr@ratnafinance.com,legitimate,0,synthetic_legitimate
Sales Executive,Telecom India Pvt. Ltd.,Chennai,₹3.5–6 LPA,"About the role:
Telecom India Pvt. Ltd. is a leading telecommunications company in India, providing innovative solutions to customers across the country. We are looking for a motivated and results-driven Sales Executive to join our team in Chennai.","Responsibilities:
- Meet or exceed sales targets through effective sales strategies and techniques.
- Build and maintain strong relationships with existing customers to increase customer loyalty and retention.
- Identify new business opportunities and develop plans to pursue them.
- Collaborate with cross-functional teams to ensure seamless customer experience.
- Stay updated on industry trends and competitor activity to make informed sales decisions.

Requirements:
- 3+ years of experience in sales, preferably in the telecommunications industry.
- Bachelor's degree in Business Administration, Marketing, or a related field.
- Strong communication and interpersonal skills.
- Ability to work in a fast-paced environment and meet sales targets.
- Proficiency in Microsoft Office and CRM software.

What we offer:
- Competitive salary range of ₹3.5–6 LPA.
- Benefits package including medical insurance, retirement plan, and paid time off.
- Opportunities for career growth and professional development.
- Collaborative and dynamic work environment.",hr@telecomindia.com,legitimate,0,synthetic_legitimate
Operations Manager,Prestige LogiSolutions Pvt. Ltd.,Pune,₹8.5 - ₹11 LPA,"At Prestige LogiSolutions, we are a leading logistics and supply chain company with a strong presence in India and the Middle East. We are looking for an experienced Operations Manager to join our team in Pune.","About the Role:

We are looking for an Operations Manager to lead our day-to-day operations in Pune. This role will be responsible for ensuring that our logistics operations are running smoothly, efficiently, and effectively.

 Responsibilities:

* Manage a team of operations staff to ensure timely and accurate execution of logistics operations.
* Coordinate with cross-functional teams to ensure seamless integration of logistics operations with other business functions.
* Develop and implement process improvements to increase efficiency and reduce costs.
* Analyze operational metrics to identify areas for improvement.
* Collaborate with the management team to set and achieve operational goals.

Requirements:

* 8+ years of experience in operations management, preferably in the logistics or manufacturing industry.
* Bachelor's degree in Operations Management, Supply Chain Management, or a related field.
* Strong leadership and team management skills.
* Excellent communication and problem-solving skills.
* Ability to work in a fast-paced environment and prioritize multiple tasks.
* Proficiency in MS Office, particularly Excel.

What We Offer:

* Competitive salary range of ₹8.5 - ₹11 LPA.
* Opportunity to work with a leading logistics company in India.
* Professional growth and development opportunities.
* A dynamic and supportive work environment.",hr@prestigelogisolutions.com,legitimate,0,synthetic_legitimate
Financial Analyst - Mumbai,Hindustan Finance Corporation,"Mumbai, Maharashtra",₹7-11 Lacs per annum,"About the role:
At Hindustan Finance Corporation, we are seeking a highly skilled Financial Analyst to join our team in Mumbai. As a Financial Analyst, you will be responsible for analyzing financial data, preparing financial reports, and providing insights to support business decisions.","Responsibilities:
- Analyze financial data to identify trends and insights
- Prepare financial reports, including balance sheets, income statements, and cash flow statements
- Develop and maintain financial models to forecast revenue and expenses
- Conduct financial analysis to identify areas for cost savings and process improvements
- Provide financial insights and recommendations to senior management
- Collaborate with cross-functional teams to drive business growth and profitability
- Develop and maintain relationships with external partners and vendors
- Stay up-to-date with industry trends and regulatory changes
- Maintain accurate and complete financial records
- Ensure compliance with all financial regulations and policies

Requirements:
- Bachelor's degree in Finance, Accounting, or related field
- 4-7 years of experience in financial analysis and reporting
- Strong analytical and problem-solving skills
- Proficient in Microsoft Office, particularly Excel
- Experience with financial modeling and forecasting tools
- Excellent communication and presentation skills
- Ability to work in a fast-paced environment and meet deadlines
- Strong attention to detail and organizational skills
- Ability to maintain confidentiality and handle sensitive information

What we offer:
- Competitive salary and benefits package
- Opportunities for professional growth and development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance
- Comprehensive training and support
- Flexible work arrangements and work-life balance",hr@hindustanfinance.co.in,legitimate,0,synthetic_legitimate
Operations Manager - Manufacturing,Kalyani Steels Limited,"Pune, Maharashtra",₹7-12 LPA,"About the role:
Kalyani Steels Limited is a leading manufacturer of steel products in India. We are looking for an experienced Operations Manager to lead our production team in Pune. The successful candidate will be responsible for ensuring smooth production processes, maintaining quality standards, and driving efficiency improvements.","Responsibilities:
- Oversee production planning, scheduling, and execution
- Manage inventory levels, maintain stockroom organization, and implement Just-in-Time (JIT) principles
- Supervise a team of production supervisors, engineers, and technicians
- Collaborate with cross-functional teams to improve manufacturing processes and resolve operational issues
- Develop, implement, and maintain quality control programs
- Analyze production data to identify trends, opportunities for improvement, and areas for cost savings
- Ensure compliance with safety, health, and environmental regulations
- Conduct regular audits and inspections to maintain high standards of quality and productivity

Requirements:
- Bachelor's degree in Mechanical Engineering, Industrial Engineering, or a related field
- Minimum 8 years of experience in operations management, preferably in a manufacturing or logistics company
- Proven track record of improving efficiency, reducing costs, and enhancing quality
- Strong leadership skills, with experience in team management and development
- Excellent communication, problem-solving, and analytical skills
- Familiarity with Lean Six Sigma principles and tools
- Proficiency in Microsoft Office, particularly Excel, and experience with production planning software

What we offer:
- Competitive salary range of ₹7-12 LPA
- Opportunities for growth and professional development
- Comprehensive benefits package, including health insurance, retirement plan, and paid time off
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance",hr@kalyanisteels.com,legitimate,0,synthetic_legitimate
Content Writer - Join Our Team at EduSpark Media,EduSpark Media,Remote (India),₹3–5 LPA,EduSpark Media is a leading edtech startup focused on creating engaging educational content for students. We're seeking a talented Content Writer to join our team.,"About the role:
EduSpark Media is a dynamic edtech startup looking for a skilled Content Writer to create high-quality educational content for our website and social media platforms. As a Content Writer, you will be responsible for researching and writing engaging articles, blog posts, and other content that aligns with our brand voice and style.
Responsibilities:
* Research and write high-quality, engaging content on various educational topics
* Develop and maintain our brand voice and style across all content platforms
* Edit and proofread content for accuracy, grammar, and punctuation
* Collaborate with our design team to create visually appealing content
* Stay up-to-date with industry trends and best practices in content writing
Requirements:
* 2+ years of experience in content writing or a related field
* Strong research and writing skills, with the ability to produce high-quality content under tight deadlines
* Excellent grammar, punctuation, and spelling skills
* Ability to work independently and collaboratively as part of a team
* Strong understanding of SEO principles and best practices
* Familiarity with content management systems (CMS) and social media platforms
* Bachelor's degree in English, Journalism, or a related field
What we offer:
* Competitive salary of ₹3–5 LPA
* Opportunity to work with a dynamic and growing edtech startup
* Collaborative and supportive work environment
* Professional development opportunities
* Flexible work arrangements, including remote work options
",hr@edusparkmedia.com,legitimate,0,synthetic_legitimate
Supply Chain Executive,Sai Industries Private Limited,"Ahmedabad, Gujarat",₹4-7 LPA,"About the role:
Sai Industries Private Limited, a leading manufacturing firm, is seeking a highly motivated and experienced Supply Chain Executive to join our team. The successful candidate will be responsible for managing our supply chain operations, ensuring timely delivery of products, and maintaining strong relationships with our suppliers and customers.

Responsibilities:
- Manage and optimize our supply chain operations to minimize costs and maximize efficiency.
- Develop and implement strategic plans to improve supply chain performance, including forecasting, inventory management, and logistics.
- Collaborate with cross-functional teams to ensure seamless execution of supply chain operations.
- Negotiate with suppliers to secure best-in-class pricing and service.
- Conduct regular supplier audits to ensure compliance with quality and safety standards.
- Analyze and report on supply chain performance metrics to inform business decisions.

Requirements:
- 8+ years of experience in supply chain management, preferably in a manufacturing environment.
- Bachelor's degree in Supply Chain Management, Operations, or a related field.
- Strong understanding of supply chain principles, including lean, six sigma, and demand planning.
- Excellent communication and negotiation skills, with the ability to build strong relationships with internal and external stakeholders.
- Proficient in MS Office, particularly Excel, and experience with supply chain software such as SAP or Oracle.
- Strong analytical and problem-solving skills, with the ability to interpret complex data and make informed decisions.

What we offer:
- Competitive salary range of ₹4-7 LPA.
- Opportunities for career growth and professional development.
- Collaborative and dynamic work environment.
- Comprehensive benefits package, including medical, life, and disability insurance.

Contact:
[careers@saiindustries.co.in](mailto:careers@saiindustries.co.in)
Phone: +91 98251 65432","8+ years of experience in supply chain management, preferably in a manufacturing environment. Bachelor's degree in Supply Chain Management, Operations, or a related field. Strong understanding of supply chain principles, including lean, six sigma, and demand planning.",[careers@saiindustries.co.in](mailto:careers@saiindustries.co.in) | Phone: +91 98251 65432,legitimate,0,synthetic_legitimate
Financial Analyst - Credit Risk Management,Maharashtra State Co-operative Bank Ltd.,"Mumbai, Maharashtra","₹ 7,00,000 - ₹ 11,00,000 per annum","About Us
Maharashtra State Co-operative Bank Ltd. is one of the leading Co-operative Banks in India, committed to providing excellent financial services to its customers. We are currently seeking a highly motivated and experienced Financial Analyst to join our Credit Risk Management team.

About the Role
We are looking for a skilled Financial Analyst to assist in credit risk assessment, financial planning, and analysis. The successful candidate will be responsible for providing data-driven insights to support business decisions and ensuring compliance with regulatory requirements.

Responsibilities
- Conduct financial analysis and prepare reports to support credit decisions
- Develop and maintain financial models to assess credit risk
- Analyze financial statements and identify trends and patterns
- Collaborate with cross-functional teams to implement credit risk management strategies
- Ensure compliance with regulatory requirements and internal policies
- Develop and maintain relationships with key stakeholders, including customers and suppliers

Requirements
- Bachelor's degree in Finance, Accounting, or related field
- Minimum 5 years of experience in credit risk management or financial analysis
- Strong understanding of financial markets, instruments, and regulations
- Excellent analytical and problem-solving skills
- Ability to communicate complex financial concepts to non-financial stakeholders
- Proficient in Microsoft Office, particularly Excel
- Experience with financial modeling tools and technologies

What We Offer
- Competitive salary and benefits package
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance
","Bachelor's degree in Finance, Accounting, or related field
Minimum 5 years of experience in credit risk management or financial analysis
Strong understanding of financial markets, instruments, and regulations
Excellent analytical and problem-solving skills
Ability to communicate complex financial concepts to non-financial stakeholders
Proficient in Microsoft Office, particularly Excel
Experience with financial modeling tools and technologies",hr@mscbank.coop,legitimate,0,synthetic_legitimate
